Longitude,Latitude,UHI Index,Air Temp at Surface [degC],Relative Humidity [percent],Avg Wind Speed [m/s],Wind Direction [degrees],Solar Flux [W/m^2],Heat Index (C),Wind_Cooling_Effect,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12,NDVI,NDBI,NDWI,NDTI,EVI,Albedo
-73.98386167,40.78073833,0.984129652,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,751.0,814.0,1084.0,1182.0,1205.0,1351.0,1567.0,2140.0,1560.0,1452.0,1118.0,0.28838049367850693,-0.1915367483296214,-0.32754342431761785,0.12996108949416343,0.7656649616368287,1378.6666666666667
-73.98388167,40.78072167,0.984129652,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,751.0,765.0,958.0,1122.0,1783.0,1905.0,2068.0,2248.0,2074.0,1925.0,1590.0,0.3341246290801187,-0.07740234843038582,-0.4023705552089832,0.0953058321479374,0.8678896254046554,1378.3333333333333
-73.984055,40.78056833,0.988577288,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,751.0,1196.0,1344.0,1444.0,1169.0,1295.0,1254.0,1708.0,1356.0,1361.0,1153.0,0.08375634517766498,-0.11306614532420985,-0.11926605504587157,0.08273667462211615,0.47042052744119744,1449.3333333333333
-73.98409167,40.78054833,0.988577288,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,681.0,966.0,1064.0,1220.0,1203.0,1256.0,1545.0,1648.0,1277.0,1321.0,1096.0,0.1492329149232915,-0.11013809363422028,-0.2153392330383481,0.09309060819197353,0.6206496519721578,1278.0
-73.98416,40.78054667,0.990741003,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,681.0,966.0,1064.0,1220.0,1203.0,1256.0,1545.0,1648.0,1277.0,1321.0,1096.0,0.1492329149232915,-0.11013809363422028,-0.2153392330383481,0.09309060819197353,0.6206496519721578,1278.0
-73.984205,40.78052833,0.990741003,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,681.0,966.0,1064.0,1220.0,1203.0,1256.0,1545.0,1648.0,1277.0,1321.0,1096.0,0.1492329149232915,-0.11013809363422028,-0.2153392330383481,0.09309060819197353,0.6206496519721578,1278.0
-73.984225,40.78048833,0.990741003,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,681.0,1021.0,1136.0,1282.0,1203.0,1256.0,1545.0,1508.0,1277.0,1321.0,1096.0,0.08100358422939068,-0.06610109579356663,-0.14069591527987896,0.09309060819197353,0.366051182377713,1270.3333333333333
-73.98423167,40.78044833,0.990741003,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,681.0,1021.0,1136.0,1282.0,1203.0,1256.0,1545.0,1508.0,1277.0,1321.0,1096.0,0.08100358422939068,-0.06610109579356663,-0.14069591527987896,0.09309060819197353,0.366051182377713,1270.3333333333333
-73.98425333,40.78040167,0.990741003,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,794.0,655.0,761.0,960.0,1256.0,1223.0,1582.0,1242.0,1348.0,1289.0,1048.0,0.12806539509536785,0.018569735282497037,-0.2401397903145282,0.10312366281557553,0.33723989476201865,952.3333333333334
-73.984275,40.780355,0.990741003,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,794.0,655.0,761.0,960.0,1256.0,1223.0,1582.0,1242.0,1348.0,1289.0,1048.0,0.12806539509536785,0.018569735282497037,-0.2401397903145282,0.10312366281557553,0.33723989476201865,952.3333333333334
-73.984295,40.78031167,0.990741003,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,794.0,941.0,1064.0,1290.0,1256.0,1223.0,1582.0,1772.0,1348.0,1289.0,1048.0,0.1574134552580013,-0.15779157138190134,-0.24964739069111425,0.10312366281557553,0.49073508450417425,1334.3333333333333
-73.98432167,40.78026667,0.990741003,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,794.0,941.0,1064.0,1290.0,1256.0,1223.0,1582.0,1772.0,1348.0,1289.0,1048.0,0.1574134552580013,-0.15779157138190134,-0.24964739069111425,0.10312366281557553,0.49073508450417425,1334.3333333333333
-73.98434333,40.78022667,0.992904718,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,794.0,896.0,990.0,1180.0,1498.0,1602.0,1465.0,1432.0,1606.0,1627.0,1462.0,0.09647779479326186,0.06374632232755803,-0.18249380677126342,0.0534153447717708,0.35136642498605686,1169.3333333333333
-73.98436333,40.78018667,0.992904718,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,794.0,896.0,990.0,1180.0,1498.0,1602.0,1465.0,1432.0,1606.0,1627.0,1462.0,0.09647779479326186,0.06374632232755803,-0.18249380677126342,0.0534153447717708,0.35136642498605686,1169.3333333333333
-73.98437833,40.78015167,0.990741003,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,794.0,1070.0,1220.0,1316.0,1498.0,1602.0,1465.0,1774.0,1606.0,1627.0,1462.0,0.14822006472491908,-0.043222581593648925,-0.1850367401469606,0.0534153447717708,0.695625759416768,1386.6666666666667
-73.98438167,40.780125,0.990741003,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,794.0,1070.0,1220.0,1316.0,1498.0,1602.0,1465.0,1774.0,1606.0,1627.0,1462.0,0.14822006472491908,-0.043222581593648925,-0.1850367401469606,0.0534153447717708,0.695625759416768,1386.6666666666667
-73.98439667,40.78009833,0.992904718,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,794.0,1070.0,1220.0,1316.0,1498.0,1602.0,1465.0,1774.0,1606.0,1627.0,1462.0,0.14822006472491908,-0.043222581593648925,-0.1850367401469606,0.0534153447717708,0.695625759416768,1386.6666666666667
-73.98441,40.780075,0.992904718,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,794.0,1320.0,1470.0,1664.0,1591.0,1683.0,1705.0,1898.0,1800.0,1784.0,1603.0,0.06569343065693431,-0.030961434003259097,-0.12707838479809977,0.05343962208444051,0.2950075642965204,1627.3333333333333
-73.98441667,40.78004333,0.990741003,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,794.0,1588.0,1736.0,1944.0,1591.0,1683.0,1705.0,2332.0,1800.0,1784.0,1603.0,0.09073900841908325,-0.13313896987366375,-0.14650934119960668,0.05343962208444051,0.46478198370867274,1954.6666666666667
-73.98444167,40.78003833,0.990741003,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,794.0,1588.0,1736.0,1944.0,1591.0,1683.0,1705.0,2332.0,1800.0,1784.0,1603.0,0.09073900841908325,-0.13313896987366375,-0.14650934119960668,0.05343962208444051,0.46478198370867274,1954.6666666666667
-73.98463667,40.780075,0.990741003,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,794.0,1384.0,1412.0,1710.0,1509.0,1641.0,1846.0,1902.0,1891.0,1800.0,1644.0,0.053156146179401995,-0.027552674230145867,-0.14785757392878696,0.04529616724738676,0.269209197980931,1665.3333333333333
-73.98470833,40.78008167,0.988577288,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,794.0,1186.0,1416.0,1504.0,1454.0,1396.0,1358.0,1772.0,1333.0,1483.0,1307.0,0.08180708180708181,-0.08878648233486944,-0.11166875784190715,0.06308243727598567,0.35226077812828605,1487.3333333333333
-73.98477667,40.780105,0.988577288,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,967.0,1138.0,1312.0,1360.0,1171.0,1514.0,1371.0,1618.0,1525.0,1441.0,1321.0,0.08663532572196105,-0.05786204642039882,-0.10443686006825939,0.04344677769732078,0.5184887459807074,1372.0
-73.98485,40.78012667,0.986413573,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,967.0,1138.0,1312.0,1360.0,1171.0,1514.0,1371.0,1618.0,1525.0,1441.0,1321.0,0.08663532572196105,-0.05786204642039882,-0.10443686006825939,0.04344677769732078,0.5184887459807074,1372.0
-73.98499,40.78018333,0.986413573,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,967.0,907.0,1021.0,958.0,1171.0,1514.0,1371.0,1848.0,1525.0,1441.0,1321.0,0.3171774768353528,-0.12374581939799331,-0.2882537469501569,0.04344677769732078,2.800503461296413,1237.6666666666667
-73.98510167,40.78023,0.988577288,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,967.0,973.0,1062.0,1200.0,1138.0,1249.0,1312.0,1556.0,1342.0,1379.0,1182.0,0.12917271407837447,-0.06030664395229983,-0.18869365928189458,0.07692307692307693,0.6097978759849263,1243.0
-73.98515167,40.78024833,0.988577288,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,967.0,1058.0,1182.0,1238.0,1138.0,1249.0,1312.0,1366.0,1342.0,1379.0,1182.0,0.04915514592933948,0.004735883424408015,-0.07221350078492936,0.07692307692307693,0.37209302325581395,1220.6666666666667
-73.98522667,40.78026833,0.988577288,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,967.0,1114.0,1272.0,1242.0,1578.0,1651.0,1518.0,1510.0,1644.0,1787.0,1624.0,0.09738372093023256,0.08401577191386109,-0.08554996405463695,0.047786572852535916,1.1019736842105263,1288.6666666666667
-73.98526167,40.78027333,0.984249858,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,967.0,1114.0,1272.0,1242.0,1578.0,1651.0,1518.0,1510.0,1644.0,1787.0,1624.0,0.09738372093023256,0.08401577191386109,-0.08554996405463695,0.047786572852535916,1.1019736842105263,1288.6666666666667
-73.98556833,40.78035833,0.988577288,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,1112.0,1156.0,1274.0,1368.0,1485.0,1443.0,1587.0,1574.0,1527.0,1585.0,1261.0,0.07002039428959891,0.0034821145932257044,-0.10533707865168539,0.11384399156711174,0.46271338724168914,1366.0
-73.98556167,40.78037667,0.986413573,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,1112.0,1156.0,1274.0,1368.0,1485.0,1443.0,1587.0,1574.0,1527.0,1585.0,1261.0,0.07002039428959891,0.0034821145932257044,-0.10533707865168539,0.11384399156711174,0.46271338724168914,1366.0
-73.98552333,40.78048833,0.984249858,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,682.0,1212.0,1430.0,1528.0,1407.0,1770.0,1921.0,1686.0,1983.0,1577.0,1211.0,0.049159925326695705,-0.03340484216978241,-0.0821566110397946,0.13127690100430417,0.2237960339943343,1475.3333333333333
-73.98550333,40.78053167,0.984249858,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,682.0,1068.0,1278.0,1388.0,1407.0,1770.0,1921.0,1720.0,1983.0,1577.0,1211.0,0.10682110682110682,-0.043372763117986046,-0.14743162108072047,0.13127690100430417,0.40706228543403633,1392.0
-73.98547333,40.78062667,0.984249858,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,740.0,640.0,777.0,833.0,933.0,1280.0,1333.0,1402.0,1554.0,1343.0,1069.0,0.254586129753915,-0.021493624772313296,-0.28682882055988984,0.11359867330016583,0.8885071830106184,958.3333333333334
-73.98546,40.780685,0.984249858,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,740.0,640.0,777.0,833.0,933.0,1280.0,1333.0,1402.0,1554.0,1343.0,1069.0,0.254586129753915,-0.021493624772313296,-0.28682882055988984,0.11359867330016583,0.8885071830106184,958.3333333333334
-73.98544,40.78073667,0.984249858,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,740.0,613.0,740.0,698.0,933.0,1280.0,1333.0,1548.0,1554.0,1343.0,1069.0,0.3784505788067676,-0.07090971982013144,-0.3531468531468531,0.11359867330016583,1.8648530057042563,953.0
-73.98542167,40.78080667,0.982086144,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,740.0,609.0,685.0,578.0,626.0,881.0,1198.0,1428.0,1190.0,956.0,592.0,0.423728813559322,-0.19798657718120805,-0.3516327496450544,0.2351421188630491,6.4491654021244305,871.6666666666666
-73.9854,40.78086167,0.982086144,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,740.0,372.0,343.0,273.0,626.0,881.0,1198.0,481.0,1190.0,956.0,592.0,0.27586206896551724,0.33054975643702156,-0.16747572815533981,0.2351421188630491,-0.7761194029850746,375.3333333333333
-73.98537167,40.78093667,0.982086144,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,740.0,355.0,377.0,292.0,626.0,881.0,1198.0,459.0,1190.0,956.0,592.0,0.22237017310252996,0.3512367491166078,-0.09808612440191387,0.2351421188630491,-0.9267480577136515,368.6666666666667
-73.98533833,40.78100167,0.982086144,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,597.0,469.0,444.0,402.0,957.0,1584.0,1762.0,714.0,1842.0,1240.0,770.0,0.27956989247311825,0.2691914022517912,-0.23316062176165803,0.23383084577114427,-1.997439180537772,528.3333333333334
-73.9853,40.78107667,0.984249858,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,597.0,754.0,893.0,837.0,957.0,1584.0,1762.0,1440.0,1842.0,1240.0,770.0,0.2648221343873518,-0.07462686567164178,-0.23446206600942993,0.23383084577114427,1.8657178217821782,1010.3333333333334
-73.98521667,40.78121833,0.984249858,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,597.0,680.0,735.0,974.0,611.0,998.0,1247.0,1544.0,1398.0,1063.0,844.0,0.22637013502779985,-0.18450326045262755,-0.35498025449758663,0.11484006292606187,0.6225425950196593,1066.0
-73.98517,40.78129833,0.984370065,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,597.0,566.0,635.0,586.0,611.0,998.0,1247.0,1076.0,1398.0,1063.0,844.0,0.29482551143200963,-0.006077606358111267,-0.2577440093512566,0.11484006292606187,3.5201149425287355,742.6666666666666
-73.985125,40.78137667,0.98220635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,597.0,329.0,373.0,375.0,722.0,1514.0,1829.0,1562.0,1791.0,1038.0,629.0,0.6128033040784718,-0.20153846153846153,-0.6144702842377261,0.2453509298140372,2.2054998141954663,755.3333333333334
-73.98504333,40.78151167,0.98220635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,597.0,348.0,413.0,320.0,469.0,899.0,1090.0,1918.0,1108.0,853.0,484.0,0.7140303842716711,-0.38433778419343195,-0.6456456456456456,0.27599102468212416,3.2506102522375917,862.0
-73.98506,40.781565,0.98220635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,554.0,363.0,468.0,371.0,638.0,1590.0,1961.0,1732.0,2035.0,1119.0,680.0,0.64717070851165,-0.21501227639424764,-0.5745454545454546,0.24402445803224013,2.751718560452891,822.0
-73.98504333,40.78162833,0.98220635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,554.0,367.0,347.0,333.0,582.0,870.0,1161.0,645.0,1227.0,873.0,584.0,0.31901840490797545,0.15019762845849802,-0.3004032258064516,0.19835277968428278,-7.188940092165899,448.3333333333333
-73.985015,40.78170333,0.98220635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,554.0,604.0,624.0,669.0,967.0,1282.0,1173.0,1130.0,1209.0,989.0,682.0,0.2562534741523068,-0.06654082114204814,-0.28848346636259975,0.18372232196289648,1.8739837398373984,801.0
-73.984955,40.78186167,0.98220635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,554.0,1096.0,1264.0,1346.0,967.0,1282.0,1173.0,1824.0,1209.0,989.0,682.0,0.15078864353312302,-0.2968361180234625,-0.18134715025906736,0.18372232196289648,0.7108863771564545,1422.0
-73.98492167,40.781945,0.980042635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,554.0,792.0,921.0,1012.0,600.0,1332.0,1407.0,2066.0,1621.0,996.0,737.0,0.3424301494476933,-0.34944480731548005,-0.3833277535989287,0.14945181765724178,1.1982719417917236,1290.0
-73.98488,40.78202667,0.980042635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,554.0,390.0,519.0,491.0,600.0,1332.0,1407.0,2068.0,1621.0,996.0,737.0,0.6162563501367722,-0.34986945169712796,-0.5987630459992269,0.14945181765724178,1.8863636363636362,983.0
-73.984835,40.78211333,0.980042635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,493.0,422.0,420.0,393.0,674.0,1390.0,1313.0,995.0,1620.0,996.0,609.0,0.43371757925072046,0.0005022601707684581,-0.40636042402826855,0.2411214953271028,7.962962962962963,603.3333333333334
-73.98478667,40.78221833,0.980042635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,493.0,792.0,821.0,793.0,674.0,1390.0,1313.0,1372.0,1620.0,996.0,609.0,0.2674364896073903,-0.15878378378378377,-0.25125398996808024,0.2411214953271028,7.5785340314136125,985.6666666666666
-73.98474667,40.78231667,0.975715205,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,770.0,460.0,582.0,638.0,1024.0,1403.0,1623.0,1288.0,1610.0,1352.0,1049.0,0.3374870197300104,0.024242424242424242,-0.3775401069518717,0.12619741774260726,0.9748050389922015,795.3333333333334
-73.98470833,40.78241,0.975715205,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,770.0,522.0,590.0,594.0,1024.0,1403.0,1623.0,1508.0,1610.0,1352.0,1049.0,0.43482397716460514,-0.05454545454545454,-0.43755958055290756,0.12619741774260726,1.9732297063903281,874.6666666666666
-73.98467,40.78249667,0.97355149,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,770.0,1172.0,1362.0,1400.0,1311.0,1710.0,1661.0,1626.0,1793.0,1321.0,978.0,0.07468605419695969,-0.10349507974211063,-0.08835341365461848,0.14919530230535016,0.45675020210185935,1399.3333333333333
-73.98463667,40.78257333,0.97355149,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,770.0,1108.0,1310.0,1272.0,1311.0,1710.0,1661.0,1612.0,1793.0,1321.0,978.0,0.11789181692094314,-0.09921581997954312,-0.10335386721423682,0.14919530230535016,0.9090909090909092,1330.6666666666667
-73.98458167,40.78270667,0.971387776,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,744.0,480.0,554.0,384.0,815.0,1594.0,1630.0,899.0,1862.0,1164.0,778.0,0.4014029618082619,0.12845370819195345,-0.23743977976600136,0.19876416065911431,-3.2512626262626263,587.6666666666666
-73.98456167,40.782765,0.969224061,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,744.0,480.0,554.0,384.0,815.0,1594.0,1630.0,899.0,1862.0,1164.0,778.0,0.4014029618082619,0.12845370819195345,-0.23743977976600136,0.19876416065911431,-3.2512626262626263,587.6666666666666
-73.98455,40.78281167,0.969224061,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,744.0,557.0,650.0,511.0,626.0,1974.0,1863.0,1382.0,2472.0,1148.0,688.0,0.4601162176439514,-0.09249011857707509,-0.36023622047244097,0.25054466230936817,8.020257826887661,816.6666666666666
-73.98454167,40.782855,0.969224061,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,744.0,557.0,650.0,511.0,626.0,1974.0,1863.0,1382.0,2472.0,1148.0,688.0,0.4601162176439514,-0.09249011857707509,-0.36023622047244097,0.25054466230936817,8.020257826887661,816.6666666666666
-73.98453,40.78289833,0.969224061,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,744.0,643.0,692.0,634.0,626.0,1974.0,1863.0,2070.0,2472.0,1148.0,688.0,0.5310650887573964,-0.2865133623368552,-0.498913830557567,0.25054466230936817,3.4109263657957243,1115.6666666666667
-73.98451833,40.78293667,0.971387776,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,744.0,643.0,692.0,634.0,626.0,1974.0,1863.0,2070.0,2472.0,1148.0,688.0,0.5310650887573964,-0.2865133623368552,-0.498913830557567,0.25054466230936817,3.4109263657957243,1115.6666666666667
-73.98449667,40.78297667,0.971387776,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,744.0,551.0,590.0,535.0,586.0,965.0,1194.0,1220.0,1163.0,955.0,699.0,0.3903133903133903,-0.12183908045977011,-0.34806629834254144,0.154776299879081,5.7370184254606365,768.6666666666666
-73.98444,40.78307833,0.971387776,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,744.0,480.0,586.0,481.0,586.0,965.0,1194.0,1388.0,1163.0,955.0,699.0,0.48528624933119313,-0.18480580452411438,-0.40628166160081053,0.154776299879081,3.359259259259259,783.0
-73.98434667,40.783205,0.971387776,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,653.0,816.0,820.0,788.0,1154.0,1625.0,1598.0,1074.0,1816.0,1232.0,864.0,0.1535982814178303,0.06851691240242845,-0.1341077085533263,0.17557251908396945,-2.2555205047318614,892.6666666666666
-73.98428833,40.78326667,0.971387776,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,653.0,1406.0,1460.0,1472.0,1154.0,1625.0,1598.0,2030.0,1816.0,1232.0,864.0,0.15933752141633353,-0.2446351931330472,-0.16332378223495703,0.17557251908396945,4.386792452830189,1636.0
-73.98422667,40.78331833,0.97355149,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,653.0,683.0,897.0,878.0,972.0,1527.0,1844.0,1684.0,2042.0,1450.0,1059.0,0.31459797033567527,-0.07466496490108487,-0.3049205734211546,0.15583897967317656,1.1007921332969133,1081.6666666666667
-73.98416167,40.78338333,0.97355149,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,653.0,683.0,897.0,878.0,972.0,1527.0,1844.0,1684.0,2042.0,1450.0,1059.0,0.31459797033567527,-0.07466496490108487,-0.3049205734211546,0.15583897967317656,1.1007921332969133,1081.6666666666667
-73.98410167,40.783445,0.97355149,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,653.0,599.0,623.0,695.0,972.0,1527.0,1844.0,1248.0,2042.0,1450.0,1059.0,0.2846114256304684,0.0748702742772424,-0.3340459647247461,0.15583897967317656,1.492174851592013,847.3333333333334
-73.984035,40.78351167,0.97355149,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,976.0,473.0,509.0,629.0,940.0,1372.0,1592.0,1384.0,1495.0,1262.0,890.0,0.3750620963735718,-0.04610733182161754,-0.46222926571579503,0.17286245353159851,1.1712690040335092,828.6666666666666
-73.98397,40.78357667,0.97787892,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,976.0,473.0,509.0,629.0,940.0,1372.0,1592.0,1384.0,1495.0,1262.0,890.0,0.3750620963735718,-0.04610733182161754,-0.46222926571579503,0.17286245353159851,1.1712690040335092,828.6666666666666
-73.98383667,40.78377,0.980042635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,681.0,747.0,871.0,802.0,1057.0,1849.0,2446.0,2642.0,2353.0,1437.0,916.0,0.5342624854819977,-0.2954155430252513,-0.5041275263307714,0.22141946451338718,2.483130904183536,1397.0
-73.98377,40.783835,0.980042635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,681.0,1268.0,1324.0,1220.0,943.0,1515.0,1537.0,1710.0,1854.0,1377.0,1101.0,0.16723549488054607,-0.10787172011661808,-0.12722478576137114,0.11138014527845036,-2.55741127348643,1399.3333333333333
-73.98370333,40.7839,0.980042635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,681.0,863.0,969.0,860.0,724.0,1665.0,1582.0,2148.0,1993.0,1136.0,751.0,0.42819148936170215,-0.3081607795371498,-0.3782483156881617,0.20402755696873343,3.8493723849372383,1290.3333333333333
-73.98355833,40.78403333,0.980042635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,681.0,418.0,452.0,351.0,659.0,1990.0,2505.0,1980.0,2601.0,1332.0,704.0,0.6988416988416989,-0.1956521739130435,-0.6282894736842105,0.30844793713163066,4.277836134453781,916.3333333333334
-73.983495,40.78409167,0.980042635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,681.0,407.0,336.0,309.0,412.0,796.0,1178.0,837.0,1094.0,840.0,444.0,0.4607329842931937,0.0017889087656529517,-0.42710997442455245,0.308411214953271,-3.661581137309293,517.6666666666666
-73.983395,40.78415833,0.98220635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,681.0,350.0,359.0,296.0,412.0,796.0,1178.0,705.0,1094.0,840.0,444.0,0.4085914085914086,0.08737864077669903,-0.325187969924812,0.308411214953271,-7.15034965034965,450.3333333333333
-73.98331,40.78422333,0.98220635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,851.0,403.0,347.0,297.0,872.0,1117.0,919.0,602.0,1178.0,945.0,705.0,0.339265850945495,0.22171945701357465,-0.26870389884088514,0.14545454545454545,-1.196078431372549,434.0
-73.98324833,40.78428667,0.98220635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,851.0,403.0,347.0,297.0,872.0,1117.0,919.0,602.0,1178.0,945.0,705.0,0.339265850945495,0.22171945701357465,-0.26870389884088514,0.14545454545454545,-1.196078431372549,434.0
-73.98313,40.78438833,0.98220635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,851.0,1208.0,1332.0,1334.0,1012.0,1753.0,1960.0,1826.0,2152.0,1361.0,992.0,0.15569620253164557,-0.14590524003765296,-0.1564281190626979,0.1568210794730132,1.5953307392996108,1456.0
-73.983075,40.78443667,0.98220635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,851.0,1208.0,1332.0,1334.0,1012.0,1753.0,1960.0,1826.0,2152.0,1361.0,992.0,0.15569620253164557,-0.14590524003765296,-0.1564281190626979,0.1568210794730132,1.5953307392996108,1456.0
-73.983055,40.78448167,0.980042635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,851.0,506.0,486.0,464.0,774.0,1053.0,1218.0,880.0,1269.0,1122.0,942.0,0.30952380952380953,0.12087912087912088,-0.2884333821376281,0.0872093023255814,-8.0,616.6666666666666
-73.98302833,40.78452167,0.980042635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,851.0,506.0,486.0,464.0,774.0,1053.0,1218.0,880.0,1269.0,1122.0,942.0,0.30952380952380953,0.12087912087912088,-0.2884333821376281,0.0872093023255814,-8.0,616.6666666666666
-73.98299833,40.78455,0.98220635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,851.0,506.0,486.0,464.0,774.0,1053.0,1218.0,880.0,1269.0,1122.0,942.0,0.30952380952380953,0.12087912087912088,-0.2884333821376281,0.0872093023255814,-8.0,616.6666666666666
-73.98297333,40.78458833,0.98220635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,851.0,400.0,387.0,290.0,492.0,1280.0,1517.0,655.0,1588.0,960.0,501.0,0.3862433862433862,0.18885448916408668,-0.2571976967370441,0.3141683778234086,-1.5107615894039736,448.3333333333333
-73.98295833,40.78462167,0.98220635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,851.0,400.0,387.0,290.0,492.0,1280.0,1517.0,655.0,1588.0,960.0,501.0,0.3862433862433862,0.18885448916408668,-0.2571976967370441,0.3141683778234086,-1.5107615894039736,448.3333333333333
-73.982945,40.78465,0.98220635,27.0,47.2,3.2,142,658,27.25084068243557,0.4359713510520701,851.0,400.0,387.0,290.0,492.0,1280.0,1517.0,655.0,1588.0,960.0,501.0,0.3862433862433862,0.18885448916408668,-0.2571976967370441,0.3141683778234086,-1.5107615894039736,448.3333333333333
