Longitude,Latitude,UHI Index,HEIGHTROOF,GROUNDELEV,distance_to_building,geometry,building_density_100m,building_density_250m,building_density_400m,building_density_750m,mean_bldg_height_100m,max_bldg_height_100m,mean_bldg_height_250m,max_bldg_height_250m,mean_bldg_height_400m,max_bldg_height_400m,mean_bldg_height_750m,max_bldg_height_750m,BCR_100m,BCR_250m,BCR_400m,BCR_750m
-73.90718,40.80413667,1.013460009,16.28,9.0,146.4538282667727,POINT (-73.90718 40.80413666999999),9,26,33,109,24.666666666666668,35.34,24.472692307692302,35.34,24.792727272727273,51.47,24.16958239669726,51.47,0.00706646294881589,0.0032405907817672514,0.0016276737967914439,0.0014908097678408743
-73.907135,40.80417833,1.013460009,16.28,9.0,141.02683347606393,POINT (-73.907135 40.80417832999999),9,26,34,108,23.226666666666667,35.34,24.133076923076917,35.34,25.57735294117647,51.47,24.230504455925935,51.47,0.006653934300993124,0.0031956200662083007,0.0017300698688566337,0.0014808558872987584
-73.90709,40.80422333,1.00913258,22.38,8.0,136.4301183339531,POINT (-73.90709 40.80422332999999),9,26,34,108,21.786666666666665,35.34,24.133076923076917,35.34,25.57735294117647,51.47,24.230504455925935,51.47,0.006241405653170358,0.0031956200662083007,0.0017300698688566337,0.0014808558872987584
-73.90704333,40.80427167,1.00913258,22.38,8.0,120.99823519427672,POINT (-73.90704333 40.80427167),9,26,35,102,20.346666666666668,22.38,24.133076923076917,35.34,26.31714285714286,51.47,23.772494914117644,51.47,0.0058288770053475936,0.0031956200662083007,0.0018324659409218232,0.001372149778592649
-73.906985,40.80432667,1.00913258,22.38,8.0,104.77036592621236,POINT (-73.906985 40.80432667000001),10,25,35,98,21.159999999999997,22.38,24.1528,35.34,26.31714285714286,51.47,23.61749470653061,51.47,0.006735421441303793,0.0030752228163992866,0.0018324659409218232,0.001309744210304728
-73.90693,40.80438,1.00913258,22.38,8.0,93.62688665546362,POINT (-73.90693 40.80438),12,25,34,93,21.871666666666666,22.38,24.1528,35.34,26.21294117647059,51.47,23.776177217634398,51.47,0.008354341736694677,0.0030752228163992866,0.0017730614973262033,0.0012512715283026336
-73.906875,40.80442667,1.006968865,22.38,8.0,86.8705995725521,POINT (-73.906875 40.80442666999999),12,25,35,90,22.38,22.38,24.1528,35.34,26.93457142857143,51.47,24.016383124888883,51.47,0.008548510313216195,0.0030752228163992866,0.001875457569391393,0.0012231414884078882
-73.90682833,40.80446833,1.007089071,22.38,8.0,86.13683387582876,POINT (-73.90682833 40.80446833000003),11,25,36,83,22.38,22.38,23.331599999999998,35.34,27.616111111111113,51.47,24.57885567686747,51.47,0.007836134453781512,0.0029706646294881587,0.0019778536414565826,0.0011544266311179017
-73.90678333,40.8045,1.007089071,22.38,8.0,87.13146501352382,POINT (-73.90678333 40.8045),11,24,35,73,22.38,22.38,22.831249999999997,35.34,27.729714285714287,51.47,24.48308248191781,51.47,0.007836134453781512,0.002790679908326967,0.0019308234657499366,0.001011382746897547
-73.90674167,40.80451333,1.007089071,22.38,8.0,85.62640127948035,POINT (-73.90674167 40.80451332999999),11,23,35,72,22.38,22.38,22.28739130434782,35.34,27.729714285714287,51.47,24.58452168222222,51.47,0.007836134453781512,0.0026106951871657747,0.0019308234657499366,0.0010016611838949722
-73.9067,40.80451,1.004925356,22.38,8.0,80.15860870702325,POINT (-73.9067 40.80450999999999),10,22,37,72,22.38,22.38,21.694090909090907,35.34,29.012972972972975,51.47,24.58452168222222,51.47,0.007123758594346829,0.0024307104660045834,0.002135615609880316,0.0010016611838949722
-73.90665667,40.80448833,1.004925356,22.38,8.0,69.43030330420022,POINT (-73.90665667 40.80448833000002),11,23,39,72,22.38,22.38,22.988695652173913,51.47,28.918654135384614,51.47,24.5139586275,51.47,0.007836134453781512,0.002692844410491469,0.002243736295359053,0.0009987861931245224
-73.90660667,40.80445333,1.007089071,22.38,8.0,55.36120092010653,POINT (-73.90660667 40.804453329999994),11,22,40,72,22.38,22.38,22.427272727272726,51.47,28.267625563999996,51.47,24.5139586275,51.47,0.007836134453781512,0.0025128596893302774,0.0022494609087725997,0.0009987861931245224
-73.90655667,40.80441167,1.007089071,22.38,8.0,42.62281725593994,POINT (-73.90655667 40.804411670000015),11,22,43,71,21.69181818181818,22.38,22.427272727272726,51.47,27.220495104186035,51.47,24.69598621380283,51.47,0.007595174433409727,0.0025128596893302774,0.0023285930924528894,0.0009922276100953517
-73.90649,40.80436667,1.007089071,22.38,8.0,40.41588473890089,POINT (-73.90649 40.804366669999986),10,21,44,71,20.866,22.38,21.81238095238095,51.47,26.667245471818173,51.47,24.774711003380293,51.47,0.006641838553603259,0.0023328749681690857,0.0023343177058664367,0.0009953905900687552
-73.906415,40.80432333,1.007089071,22.38,8.0,54.03325024503242,POINT (-73.906415 40.80432332999999),7,22,44,71,20.217142857142854,22.38,23.160454545454545,51.47,26.584518199090898,51.47,24.774711003380293,51.47,0.00450471097529921,0.0025950089126559714,0.0023270761728896097,0.0009953905900687552
-73.90633,40.804275,1.007089071,14.81,9.0,68.8343120607413,POINT (-73.90633 40.80427500000001),6,24,45,70,18.595000000000002,22.38,26.985833333333332,51.47,26.438195572444435,51.47,25.00077830342858,51.47,0.003551375095492743,0.003298497580850522,0.0023668648156194285,0.0009903259379452794
-73.90624167,40.80422333,1.007089071,14.81,9.0,46.546617168781616,POINT (-73.90624167 40.80422332999999),6,27,44,69,23.44333333333333,51.47,29.594398357037036,51.47,26.235881835454542,51.47,25.19513740927537,51.47,0.004477336389101095,0.00406951237911892,0.002296558283915839,0.0009837673549161082
-73.90606,40.80412,1.007089071,14.81,9.0,53.69172369677676,POINT (-73.90606 40.80411999999999),4,26,42,68,23.975,51.47,28.352405147692306,51.47,25.437114303809523,51.47,24.896683547647065,51.47,0.003052584670231729,0.0037543291766743057,0.0021254273315348864,0.0009580253409388
-73.90597,40.80407,1.007089071,51.47,9.0,60.88393752979202,POINT (-73.90597 40.80407),5,23,42,66,36.806,51.47,28.734838673043477,51.47,25.071876208571428,51.47,24.746280018787882,51.47,0.005857843137254902,0.0033659347567099565,0.002094909442561115,0.0009242308130266248
-73.90573333,40.80394333,1.007089071,51.47,9.0,19.5434915267416,POINT (-73.90573333 40.80394332999998),9,21,39,63,47.22430618222222,51.47,28.471371464761905,51.47,25.25945642974359,51.47,24.65149970222223,51.47,0.013528735537305832,0.003045066466819455,0.001959827000493379,0.0008788413441077445
-73.90568167,40.803915,1.007089071,51.47,9.0,37.06229957202954,POINT (-73.90568167 40.80391500000001),9,20,37,62,47.22430618222222,51.47,28.775940037999998,51.47,25.579967588108104,51.47,24.66781421354839,51.47,0.013528735537305832,0.0029310863293099056,0.0018829155540966386,0.0008654638719067426
-73.90563,40.80389167,1.000597926,51.47,9.0,53.701740408744186,POINT (-73.90563 40.803891669999985),8,20,34,62,46.693594454999996,51.47,28.775940037999998,51.47,25.862317669411762,51.47,24.66781421354839,51.47,0.011890398384262795,0.0029310863293099056,0.0017493450804526355,0.0008654638719067426
-73.90562667,40.803875,1.000597926,51.47,9.0,57.80704411534889,POINT (-73.90562667 40.803875),9,20,33,62,42.978612364444444,51.47,28.775940037999998,51.47,25.96784244727273,51.47,24.66781421354839,51.47,0.012312436697224344,0.0029310863293099056,0.001704821589237968,0.0008654638719067426
-73.905605,40.80382333,0.998434212,51.47,9.0,74.58705151437107,POINT (-73.905605 40.80382333),9,20,31,63,42.978612364444444,51.47,29.035440038,51.47,26.03155680064516,51.47,24.898960019682544,51.47,0.012312436697224344,0.0029575187204481795,0.0016054284855248917,0.0008876634588122119
-73.90562833,40.803785,0.998434212,51.47,9.0,81.12505179473672,POINT (-73.90562833 40.803785),10,20,31,68,40.006626692,51.47,29.035440038,51.47,26.03155680064516,51.47,25.952712959411762,51.47,0.012734475010185892,0.0029575187204481795,0.0016054284855248917,0.000998661393339558
-73.90566833,40.80373833,0.998434212,51.47,9.0,90.67572500507931,POINT (-73.90566833 40.80373833000001),11,21,31,71,37.57500205090909,51.47,28.60518098857143,51.47,25.863797447741934,51.47,25.483584242816896,51.47,0.013156513323147441,0.0030593776458365165,0.001595082364241151,0.0010238714773731714
-73.90572167,40.80368667,0.998434212,13.25875564,11.0,91.81484655098548,POINT (-73.90572167 40.80368667),12,21,31,71,35.548648183333334,51.47,28.60518098857143,51.47,25.863797447741934,51.47,25.483584242816896,51.47,0.013578551636108988,0.0030593776458365165,0.001595082364241151,0.0010238714773731714
-73.90577667,40.80363333,1.000597926,13.25875564,11.0,70.43512556494913,POINT (-73.90577667 40.80363332999998),10,21,31,73,28.543253384000003,51.47,28.852323845714288,51.47,25.863797447741934,51.47,25.40677371561644,51.47,0.009085578489941432,0.0030858100369747904,0.001595082364241151,0.0010495399265710325
-73.90583167,40.80357833,1.000597926,13.25875564,11.0,51.47923557348672,POINT (-73.90583167 40.80357833),10,22,31,75,20.901004512000004,51.47,28.44994548909091,51.47,25.69603809483871,51.47,25.542859749866665,51.47,0.006652980809778458,0.0031876689623631274,0.00158473624295741,0.0010840701022776786
-73.90588333,40.80352833,0.998434212,13.25875564,11.0,40.88517682409633,POINT (-73.90588333 40.80352833),10,22,32,77,17.079880076000002,51.47,28.44994548909091,51.47,25.42989503125,51.47,25.671876379740258,51.47,0.00543668196969697,0.0031876689623631274,0.0016189136128883371,0.001118600277984325
-73.90592667,40.80348333,0.998434212,13.25875564,11.0,40.52342847807005,POINT (-73.90592667000001 40.803483330000006),10,23,31,79,13.932880076,20.0,27.959924383478263,51.47,25.528278741935488,51.47,25.628790901772152,51.47,0.004434963100331041,0.0032751630293863005,0.0015743901216736696,0.0011457287051127522
-73.90596667,40.80344333,0.998434212,13.25875564,11.0,48.46060336688824,POINT (-73.90596667 40.80344333000001),9,24,32,79,14.007782791111111,20.0,27.510738370000002,51.47,25.267378158125,51.47,25.628790901772152,51.47,0.004012924787369494,0.003362657096409473,0.0016085674916045962,0.0011457287051127522
-73.906,40.80340833,0.998434212,13.25875564,11.0,58.84319353443714,POINT (-73.906 40.80340833000001),9,23,32,80,14.756809942222223,20.0,28.062944386086958,51.47,25.267378158125,51.47,25.526306015499998,51.47,0.004227504758085052,0.0032872305621594092,0.0016085674916045962,0.001155592044387856
-73.90602333,40.80338333,0.996270497,13.25875564,11.0,67.41446506242279,POINT (-73.90602333 40.80338333000002),9,22,32,81,14.756809942222223,20.0,26.998987312727273,51.47,25.104861285,51.47,25.426351620246912,51.47,0.004227504758085052,0.0030250966176725235,0.0015982213703208555,0.00116545538366296
-73.90607,40.80331667,0.991943067,13.25875564,11.0,89.26221208477563,POINT (-73.90607 40.80331667000002),9,22,33,82,15.505837093333335,20.0,26.998987312727273,51.47,24.86469761151515,51.47,25.328835137073167,51.47,0.004442084728800612,0.0030250966176725235,0.0016323987402517824,0.0011753187229380639
-73.90609333,40.80328,0.989779352,20.0,11.0,80.22544361455259,POINT (-73.90609333 40.80327999999999),8,19,32,82,15.786722275,20.0,21.330377944210525,51.47,24.942344411875,51.47,25.328835137073167,51.47,0.004020046415839063,0.0020640549067481536,0.0015878752490371148,0.0011753187229380639
-73.90617,40.80319667,0.989779352,20.0,11.0,72.2450068040215,POINT (-73.90617 40.803196669999984),7,18,32,83,17.110895274285713,20.0,17.750924500000004,51.47,24.77982753875,51.47,25.233668448674692,51.47,0.0038125880735930735,0.0016272810847975556,0.001577529127753374,0.001185182062213168
-73.90625667,40.80311667,0.987615637,20.0,11.0,85.03370074777939,POINT (-73.90625667 40.80311667000001),6,17,31,84,18.406369283333333,20.0,15.998079142352942,20.0,25.082725201290327,51.47,25.140767633809517,51.47,0.0035153493665648077,0.001385115077259995,0.0015469117671727784,0.0011950454014882717
-73.90634667,40.803035,0.987615637,20.0,11.0,110.97939115666436,POINT (-73.90634667 40.803035),5,17,33,85,18.871784024,20.0,16.22870881411765,20.0,25.922560037575757,51.47,25.05005272047058,51.47,0.003003530688820983,0.00140508301420932,0.0017018487419626941,0.0012049087407633755
-73.90642833,40.80296167,0.987615637,17.17946006,10.0,90.66089487426524,POINT (-73.90642833 40.802961670000016),5,16,34,86,18.307676035999997,20.0,16.65937491375,20.0,23.796896507058822,51.47,24.96144745627906,51.47,0.002913750324038706,0.0013575248210847975,0.001609638562436338,0.0012147720800384796
-73.90650333,40.802895,0.987615637,17.17946006,10.0,68.61499253809528,POINT (-73.90650333 40.80289500000001),4,16,34,85,17.884595044999998,20.0,16.90441894,20.0,21.64277886,51.47,24.97699389694116,51.47,0.002277132040361599,0.0013774927580341228,0.0014639325527597404,0.0012013946078374778
-73.90665167,40.80274667,0.983288207,17.17946006,10.0,59.951413566599264,POINT (-73.90665167 40.80274667000001),5,15,32,86,17.17946006,17.17946006,19.008378698666665,39.23,21.022405311249997,39.23,24.88923815395347,51.47,0.002734189594474153,0.0014521297707155588,0.0013383247588012476,0.0012112579471125816
-73.906725,40.80267333,0.985451922,17.17946006,10.0,80.29348662837816,POINT (-73.906725 40.80267333),4,19,32,86,17.17946006,17.17946006,24.277667393684215,39.23,21.5615066975,39.23,24.817028851627896,51.47,0.0021873516755793227,0.0023492522560733388,0.0013726449387254903,0.0012077438141866843
-73.9068,40.8026,0.985451922,17.17946006,10.0,107.90697101151515,POINT (-73.9068 40.8026),5,20,31,85,17.17946006,17.17946006,24.767784024,39.23,22.38582913032258,39.23,24.830876249882344,51.47,0.002734189594474153,0.0025228198649350653,0.0013805877240896359,0.0011943663419856827
-73.90687333,40.80252833,0.987615637,17.17946006,10.0,137.61425992193543,POINT (-73.90687333 40.802528329999994),5,20,29,85,17.17946006,17.17946006,24.510284024000004,39.23,23.01528247448276,39.23,24.830876249882344,51.47,0.002734189594474153,0.0024965911916475683,0.0013278329349694423,0.0011943663419856827
-73.90694833,40.80245333,0.987615637,17.17946006,10.0,169.6393657264061,POINT (-73.90694833 40.80245332999999),6,20,29,83,16.196306706666668,17.17946006,24.252784024000004,39.23,23.61015296965517,39.23,24.817041942650604,51.47,0.0030932594932518466,0.0024703625183600717,0.0013621531148936847,0.001165613830880231
-73.90702,40.80237833,0.985451922,17.17946006,10.0,201.68267492708472,POINT (-73.90702 40.80237833),7,19,27,78,22.636911454285716,39.23,24.625064232631583,39.23,24.127247425185185,39.23,24.97326258,51.47,0.005043875101222307,0.002382868451336899,0.0012959870776037686,0.0011022915322638147
-73.90709167,40.80230833,0.985451922,14.23,10.0,217.1761093728388,POINT (-73.90709167 40.80230832999999),9,18,27,73,28.77432445777778,39.23,25.038708908888893,39.23,24.516506684444444,39.23,24.97334905808219,51.47,0.008243217472625413,0.0022953743843137256,0.0013168960093582888,0.001031635391019438
-73.90714667,40.80225167,0.981124492,14.23,10.0,215.54701181671075,POINT (-73.90714667 40.802251670000004),10,18,26,69,29.819892012000004,39.23,25.038708908888893,39.23,24.69021848,39.23,25.155282336811595,51.47,0.00949194423605806,0.0022953743843137256,0.0012771073666284695,0.0009822111768893417
-73.90718,40.802215,0.981124492,39.23,11.0,209.3299884260197,POINT (-73.90718 40.802215),9,18,26,66,31.224384451111106,39.23,25.038708908888893,39.23,24.69021848,39.23,24.955370927878786,51.47,0.008945106317163228,0.0022953743843137256,0.0012771073666284695,0.0009320399973063973
-73.907205,40.80219167,0.985451922,39.23,11.0,199.25788753602697,POINT (-73.90720500000002 40.802191670000006),9,17,26,61,31.224384451111106,39.23,25.50101766470588,39.23,24.69021848,39.23,23.046466905573773,51.47,0.008945106317163228,0.0022078803172905525,0.0012771073666284695,0.000795537719627649
-73.90729,40.80219167,0.987615637,39.23,11.0,178.60788901291747,POINT (-73.90729 40.802191670000006),9,17,27,60,33.67444444444445,39.23,25.50101766470588,39.23,25.29502520296296,39.23,22.572741354,51.47,0.009646995161701043,0.0022078803172905525,0.0013587138728673287,0.0007664117257957729
-73.90734333,40.80221667,0.987615637,39.23,11.0,171.1751143335586,POINT (-73.90734333 40.80221667),9,18,28,62,33.67444444444445,39.23,24.909294461111113,39.23,25.01413144571428,39.23,22.698298084516132,51.47,0.009646995161701043,0.002283510569391393,0.001393389675006366,0.0007963639086891323
-73.90740333,40.80225167,0.987615637,39.23,11.0,166.28763091731463,POINT (-73.90740333 40.802251670000004),10,18,28,65,31.792,39.23,24.909294461111113,39.23,25.01413144571428,39.23,22.80929971138461,51.47,0.010119684237331297,0.002283510569391393,0.001393389675006366,0.0008389805513057747
-73.90747,40.80229667,0.987615637,39.23,11.0,165.57642868218034,POINT (-73.90747 40.802296670000004),10,19,29,66,31.854000000000003,39.23,25.204068436842107,39.23,24.752609671724134,39.23,22.999158806666664,51.47,0.010139419404125287,0.002438896360071301,0.0014280654771454033,0.0008589788536570182
-73.90754833,40.80234333,0.987615637,39.23,11.0,167.42553696157177,POINT (-73.90754833 40.80234333000001),8,19,30,68,30.0875,39.23,25.905675802105264,39.23,24.50852268266666,39.23,22.910507077058817,51.47,0.007661701044053985,0.0025067880837280365,0.0014627412792844407,0.0008815971939224172
-73.90763833,40.802395,0.987615637,14.85,10.0,160.28155719275753,POINT (-73.90763833 40.802395),6,20,31,69,27.039999999999996,39.23,26.135892012,39.23,24.280183241290313,39.23,22.43006494550724,51.47,0.005164247517188693,0.002662173874407945,0.001497417081423478,0.0008758025528336585
-73.90773333,40.80244667,0.987615637,14.85,10.0,149.6834016002315,POINT (-73.90773333 40.80244667000001),5,22,31,72,24.601999999999997,39.23,27.139471826363636,39.23,24.288265174838703,39.23,22.378951128333334,51.47,0.003915520753756047,0.0030408371794244968,0.0014979155136315887,0.0009117983653000595
-73.90783167,40.80250333,0.987615637,14.85,10.0,144.6874538622502,POINT (-73.90783167 40.80250333000001),5,22,32,75,19.725999999999996,39.23,27.150860005454543,39.23,24.073944388125,39.23,22.278859749866662,51.47,0.0031394830659536538,0.0030421131658772598,0.0015325913157706265,0.0009455419637495401
-73.90803167,40.802615,0.989779352,14.85,10.0,159.20113225700553,POINT (-73.90803167 40.802614999999996),5,18,34,77,24.246000000000002,30.51,26.061111111111114,39.23,23.6904929517647,39.23,21.82708734545454,39.23,0.0038588617265087853,0.002389101094983448,0.0016024413522568114,0.0009510713440285202
-73.90812667,40.80266833,0.989779352,30.51,9.0,168.04675936190165,POINT (-73.90812667 40.80266833),6,17,34,79,27.900000000000002,30.51,24.004117647058823,39.23,23.69786177352941,39.23,21.73007247594936,39.23,0.005328495034377387,0.002078278584160937,0.0016029397844649221,0.0009714374702769993
-73.90820333,40.80271333,0.991943067,30.51,9.0,171.69193412522597,POINT (-73.90820333 40.802713329999996),8,17,33,80,26.9175,30.51,22.721764705882354,39.23,23.89538909818182,39.23,21.9534621245,39.23,0.006854469060351413,0.00196725235548765,0.0015687624145339955,0.0009938471380245026
-73.90829,40.80275833,0.992063273,30.51,9.0,178.52720512963242,POINT (-73.90829 40.80275833000001),8,17,32,84,26.9175,30.51,21.43941176470588,30.51,24.118091253750002,39.23,22.24829726142857,39.23,0.006854469060351413,0.001856226126814362,0.0015354017859530178,0.0010575542370257192
-73.90837167,40.80281167,0.996390703,30.51,9.0,192.81829799957788,POINT (-73.90837167 40.80281167),8,17,31,86,27.240000000000002,30.51,21.591176470588238,30.51,24.355161290322574,39.23,22.538583887441856,39.23,0.00693659281894576,0.0018693659281894576,0.0015020411573720392,0.0010968611687293096
-73.90840167,40.80283,0.996390703,30.51,9.0,198.4758114445221,POINT (-73.90840167 40.802829999999986),9,17,28,87,26.150000000000002,30.51,21.591176470588238,30.51,23.774285714285718,39.23,22.62273809563218,39.23,0.007491405653170359,0.0018693659281894576,0.0013243251846193024,0.0011137584326853971
-73.90844167,40.80285,0.996390703,30.51,9.0,205.0176641320356,POINT (-73.90844167 40.80285000000001),8,17,28,88,25.605,30.51,21.591176470588238,30.51,23.774285714285718,39.23,22.770221121363633,39.23,0.006520244461420932,0.0018693659281894576,0.0013243251846193024,0.001133904568757604
-73.90849167,40.80287333,0.996390703,17.43,8.0,210.3752031985492,POINT (-73.90849167 40.80287332999999),9,17,27,88,24.69666666666667,30.51,21.742941176470588,30.51,23.201851851851853,39.23,22.770221121363633,39.23,0.0070750572956455315,0.0018825057295645531,0.001246279761904762,0.001133904568757604
-73.908605,40.80294,1.000718133,17.43,8.0,184.378666350914,POINT (-73.908605 40.80294),8,17,27,88,22.335,30.51,21.89470588235294,30.51,21.59888888888889,39.23,22.816499402272726,39.23,0.005687547746371276,0.0018956455309396484,0.0011601771390374333,0.0011362091205613558
-73.90866833,40.80298,1.005045563,17.43,8.0,171.14870496396207,POINT (-73.90866833 40.80297999999999),8,18,26,89,20.7,30.51,21.65555555555555,30.51,20.92076923076923,39.23,23.26048530067416,64.0,0.005271199388846447,0.0019852304558186907,0.001082131716322893,0.0011714813070537308
-73.90873667,40.803025,1.005045563,17.43,8.0,158.67193226369358,POINT (-73.90873667 40.803025000000005),7,19,26,89,17.430000000000003,17.43,21.441578947368416,30.51,20.088461538461537,30.51,23.24173523730337,64.0,0.003883689839572193,0.002074815380697733,0.0010390804048892284,0.0011705369867413633
-73.90881667,40.80307167,1.005045563,17.43,8.0,150.14761186457352,POINT (-73.90881667 40.80307167),7,18,26,88,17.430000000000003,17.43,21.807777777777776,30.51,20.04076923076923,30.51,23.73256455090909,64.0,0.003883689839572193,0.0019991851285968932,0.0010366135090399795,0.0011818270551339726
-73.90890167,40.80312,1.005045563,17.43,8.0,146.84818511309527,POINT (-73.90890167 40.80312),7,18,26,89,17.430000000000003,17.43,21.089999999999996,30.51,19.993076923076924,30.51,24.090513263820224,64.0,0.003883689839572193,0.0019333842627960271,0.001034146613190731,0.0012132844865914041
-73.90898667,40.80317,1.000718133,17.43,8.0,148.96110427256397,POINT (-73.90898667 40.80317000000001),7,18,26,89,17.430000000000003,17.43,20.37222222222222,30.51,19.94538461538462,30.51,24.584895286292134,64.0,0.003883689839572193,0.0018675833969951613,0.0010316797173414822,0.0012381833350196643
-73.90907667,40.80322,1.000718133,17.43,8.0,157.97800575052702,POINT (-73.90907667 40.80322),7,18,27,90,17.452857142857145,17.59,19.654444444444444,30.51,19.710740740740743,30.51,25.510396449777776,64.0,0.00388878278584161,0.0018017825311942958,0.001058755888719124,0.001299230784302408
-73.90917,40.80327167,1.000718133,17.43,8.0,172.76524977553098,POINT (-73.90917 40.80327167),7,16,28,91,17.475714285714286,17.59,17.49,17.59,19.82821428571429,30.51,26.5037006632967,64.0,0.0038938757321110265,0.0014252100840336133,0.0011045128278584161,0.001364817225679767
-73.909265,40.80332167,1.000718133,17.43,8.0,192.37992519699043,POINT (-73.909265 40.80332167000001),6,16,28,90,17.483333333333334,17.59,17.25125,17.59,20.119285714285716,30.51,27.069747781111115,64.0,0.0033390628978864274,0.001405755029284441,0.0011207266997708175,0.0013786477097586511
-73.90936,40.80337667,1.000718133,17.59,10.0,187.65165909821,POINT (-73.90936 40.80337666999999),6,16,27,90,17.51,17.59,17.0125,17.59,19.456296296296294,30.51,28.166654668000007,64.0,0.0033441558441558443,0.0013862999745352686,0.001045088489941431,0.0014345125881334356
-73.909455,40.80343333,1.000718133,17.59,10.0,158.73387957872478,POINT (-73.909455 40.80343333000001),6,16,27,83,17.53666666666667,17.59,16.77375,17.59,19.029999999999998,30.51,28.868795180722895,64.0,0.0033492487904252612,0.0013668449197860963,0.00102219012605042,0.001355917720623603
-73.90955167,40.80349,0.998554418,17.59,10.0,131.87752036589396,POINT (-73.90955167 40.803489999999975),5,15,27,83,17.59,17.59,16.475333333333335,17.59,18.6037037037037,30.51,29.1144578313253,64.0,0.002799528902470079,0.0012586198115609882,0.0009992917621594092,0.0013674560733384262
-73.909645,40.80354833,0.998554418,17.59,10.0,108.33878284328868,POINT (-73.909645 40.803548330000005),5,15,25,85,17.59,17.59,16.84666666666667,23.0,19.514,64.0,28.357176470588236,64.0,0.002799528902470079,0.00128698752228164,0.0009705444677871149,0.0013639815522168465
-73.90975333,40.80359333,0.998554418,17.59,10.0,97.12770037109624,POINT (-73.90975333 40.80359333000001),5,15,25,87,16.794,17.59,17.218000000000004,23.0,19.514,64.0,27.808477472183913,64.0,0.0026728418640183348,0.001315355233002292,0.0009705444677871149,0.0013690617888011773
-73.90986,40.80364167,0.998554418,17.59,10.0,96.06402177693616,POINT (-73.90986 40.803641670000005),6,15,24,97,15.6,17.59,17.589333333333336,23.0,21.54125,64.0,26.582024642061857,64.0,0.0029793735676088614,0.0013437229437229439,0.0010285165202444614,0.001459104428192287
-73.90996167,40.80368833,0.998554418,13.61,13.0,95.49317286402508,POINT (-73.90996167 40.80368833),6,15,24,106,14.936666666666666,17.59,17.694000000000003,23.0,23.481666666666666,64.0,25.93704141773585,64.0,0.002852686529157117,0.0013517188693659282,0.0011211643748408452,0.0015557968425317602
-73.910065,40.80373333,0.998554418,13.61,13.0,87.05641955976247,POINT (-73.91006500000002 40.80373333),6,15,25,107,15.838333333333333,23.0,17.79866666666667,23.0,26.9652,64.0,25.652489628785045,64.0,0.003024891774891775,0.0013597147950089128,0.001341135886172651,0.0015532447105678633
-73.91016667,40.803775,1.000718133,13.61,13.0,91.133962832591,POINT (-73.91016667 40.803775),7,15,27,106,16.861428571428572,23.0,20.892666666666667,64.0,31.433333333333334,64.0,25.39751311584906,64.0,0.0037570028011204484,0.001596078431372549,0.0016884310542398778,0.0015234339984042105
-73.91026833,40.80381667,1.000718133,13.61,13.0,105.24716211378473,POINT (-73.91026833 40.80381667000001),7,14,26,105,17.634285714285713,23.0,21.12857142857143,64.0,31.971923076923076,64.0,25.33282276457143,64.0,0.003929208046855106,0.0015064935064935064,0.0016537552521008402,0.0015052182272472625
-73.91036667,40.80385833,1.007209277,23.0,18.0,123.28704519289128,POINT (-73.91036667 40.80385833),7,15,27,106,18.404285714285713,23.0,27.080666666666666,64.0,34.882962962962964,64.0,24.942796134716982,64.0,0.004100776674306085,0.002068805704099822,0.001873726763432646,0.0014961584417168888
-73.910465,40.80390333,1.007209277,23.0,18.0,118.57843552841048,POINT (-73.910465 40.80390332999999),7,15,28,107,19.174285714285713,23.0,30.174666666666667,64.0,37.58607142857143,64.0,24.87277000261682,64.0,0.004272345301757067,0.0023051693404634583,0.0020936982747644514,0.0015060330986503693
-73.91056667,40.803945,1.009372992,23.0,18.0,120.8072329407279,POINT (-73.91056667 40.80394499999999),7,15,27,107,26.372857142857146,64.0,33.26866666666667,64.0,38.33259259259259,64.0,24.691461591401872,64.0,0.005876305067481539,0.0025415329768270945,0.002059022472625414,0.001495054970025182
-73.91066667,40.80399,1.009372992,19.0,19.0,121.32669169571786,POINT (-73.91066667 40.80398999999999),6,17,29,105,28.5,64.0,39.614117647058826,64.0,38.53068965517242,64.0,24.554632288380954,64.0,0.0054430863254392664,0.003429793735676089,0.002222971574993634,0.001458979933950146
-73.91077,40.80403333,1.011536707,19.0,19.0,131.1328584592667,POINT (-73.91077 40.80403333),6,16,30,101,35.333333333333336,64.0,41.239375,64.0,37.86000000000001,64.0,24.58432069584158,64.0,0.006748153806977336,0.0033604787369493254,0.0022595970206264328,0.0014050965624197152
-73.91087,40.80407667,1.011536707,64.0,28.0,128.78651693249697,POINT (-73.91087 40.80407666999998),6,17,31,100,42.166666666666664,64.0,45.542352941176475,64.0,37.23258064516129,64.0,24.628563902799996,64.0,0.008053221288515405,0.00394306086070792,0.002296222466259231,0.0013936883627762215
-73.91104333,40.80416833,1.011536707,64.0,28.0,82.28054653749979,POINT (-73.91104333 40.80416833),7,18,40,98,57.57142857142857,64.0,52.166666666666664,64.0,33.813971255,64.0,24.47506520693878,64.0,0.01282785841609371,0.004782276546982429,0.0026908240430831426,0.0013573020910958326
-73.91112667,40.80421,1.011536707,64.0,28.0,67.8204401412886,POINT (-73.91112667 40.80420999999999),8,20,42,95,64.0,64.0,48.75,64.0,33.10482429142857,64.0,24.43585673978947,64.0,0.016297428062133943,0.004965622612681436,0.0027661116553666923,0.0013136442239085533
